Source IP,Destination IP,Source Port,Destination Port,Protocol,Latency (ms)
10.0.2.15,74.125.4.8,59754,443,UDP,0.139
74.125.4.8,10.0.2.15,443,59754,UDP,1.296
10.0.2.15,74.125.4.8,59754,443,UDP,0.554
10.0.2.15,74.125.4.8,59754,443,UDP,0.152
74.125.4.8,10.0.2.15,443,59754,UDP,0.268
74.125.4.8,10.0.2.15,443,59754,UDP,0.168
10.0.2.15,74.125.4.8,59754,443,UDP,0.096
74.125.4.8,10.0.2.15,443,59754,UDP,0.314
74.125.4.8,10.0.2.15,443,59754,UDP,0.200
10.0.2.15,74.125.4.8,59754,443,UDP,0.512
74.125.4.8,10.0.2.15,443,59754,UDP,8.550
74.125.4.8,10.0.2.15,443,59754,UDP,0.380
74.125.4.8,10.0.2.15,443,59754,UDP,0.738
74.125.4.8,10.0.2.15,443,59754,UDP,0.081
74.125.4.8,10.0.2.15,443,59754,UDP,0.158
74.125.4.8,10.0.2.15,443,59754,UDP,0.182
74.125.4.8,10.0.2.15,443,59754,UDP,0.185
10.0.2.15,74.125.4.8,59754,443,UDP,0.974
74.125.4.8,10.0.2.15,443,59754,UDP,0.478
74.125.4.8,10.0.2.15,443,59754,UDP,0.302
74.125.4.8,10.0.2.15,443,59754,UDP,0.265
74.125.4.8,10.0.2.15,443,59754,UDP,0.648
74.125.4.8,10.0.2.15,443,59754,UDP,0.268
74.125.4.8,10.0.2.15,443,59754,UDP,0.232
74.125.4.8,10.0.2.15,443,59754,UDP,0.269
10.0.2.15,74.125.4.8,59754,443,UDP,0.390
74.125.4.8,10.0.2.15,443,59754,UDP,0.256
74.125.4.8,10.0.2.15,443,59754,UDP,6.780
10.0.2.15,74.125.4.8,59754,443,UDP,0.172
74.125.4.8,10.0.2.15,443,59754,UDP,0.578
74.125.4.8,10.0.2.15,443,59754,UDP,1.731
74.125.4.8,10.0.2.15,443,59754,UDP,0.248
74.125.4.8,10.0.2.15,443,59754,UDP,2.247
74.125.4.8,10.0.2.15,443,59754,UDP,0.126
74.125.4.8,10.0.2.15,443,59754,UDP,0.263
10.0.2.15,74.125.4.8,59754,443,UDP,0.214
74.125.4.8,10.0.2.15,443,59754,UDP,0.228
74.125.4.8,10.0.2.15,443,59754,UDP,0.300
74.125.4.8,10.0.2.15,443,59754,UDP,0.234
10.0.2.15,74.125.4.8,59754,443,UDP,0.314
74.125.4.8,10.0.2.15,443,59754,UDP,0.416
10.0.2.15,74.125.4.8,59754,443,UDP,0.197
10.0.2.15,74.125.4.8,59754,443,UDP,0.419
74.125.4.8,10.0.2.15,443,59754,UDP,1.684
74.125.4.8,10.0.2.15,443,59754,UDP,0.314
74.125.4.8,10.0.2.15,443,59754,UDP,0.053
74.125.4.8,10.0.2.15,443,59754,UDP,0.116
74.125.4.8,10.0.2.15,443,59754,UDP,0.311
74.125.4.8,10.0.2.15,443,59754,UDP,0.002
74.125.4.8,10.0.2.15,443,59754,UDP,0.002
74.125.4.8,10.0.2.15,443,59754,UDP,0.001
74.125.4.8,10.0.2.15,443,59754,UDP,0.008
74.125.4.8,10.0.2.15,443,59754,UDP,0.001
74.125.4.8,10.0.2.15,443,59754,UDP,0.001
74.125.4.8,10.0.2.15,443,59754,UDP,0.001
74.125.4.8,10.0.2.15,443,59754,UDP,0.007
74.125.4.8,10.0.2.15,443,59754,UDP,0.002
74.125.4.8,10.0.2.15,443,59754,UDP,0.001
74.125.4.8,10.0.2.15,443,59754,UDP,0.001
74.125.4.8,10.0.2.15,443,59754,UDP,0.005
74.125.4.8,10.0.2.15,443,59754,UDP,0.002
74.125.4.8,10.0.2.15,443,59754,UDP,0.002
74.125.4.8,10.0.2.15,443,59754,UDP,0.002
74.125.4.8,10.0.2.15,443,59754,UDP,0.005
74.125.4.8,10.0.2.15,443,59754,UDP,0.001
74.125.4.8,10.0.2.15,443,59754,UDP,0.001
74.125.4.8,10.0.2.15,443,59754,UDP,0.001
74.125.4.8,10.0.2.15,443,59754,UDP,0.240
74.125.4.8,10.0.2.15,443,59754,UDP,0.002
74.125.4.8,10.0.2.15,443,59754,UDP,0.002
74.125.4.8,10.0.2.15,443,59754,UDP,0.002
74.125.4.8,10.0.2.15,443,59754,UDP,0.008
74.125.4.8,10.0.2.15,443,59754,UDP,0.003
74.125.4.8,10.0.2.15,443,59754,UDP,0.002
74.125.4.8,10.0.2.15,443,59754,UDP,0.002
74.125.4.8,10.0.2.15,443,59754,UDP,0.007
74.125.4.8,10.0.2.15,443,59754,UDP,0.002
74.125.4.8,10.0.2.15,443,59754,UDP,0.002
74.125.4.8,10.0.2.15,443,59754,UDP,0.002
74.125.4.8,10.0.2.15,443,59754,UDP,0.005
74.125.4.8,10.0.2.15,443,59754,UDP,0.001
74.125.4.8,10.0.2.15,443,59754,UDP,0.001
74.125.4.8,10.0.2.15,443,59754,UDP,0.001
74.125.4.8,10.0.2.15,443,59754,UDP,0.002
74.125.4.8,10.0.2.15,443,59754,UDP,0.001
74.125.4.8,10.0.2.15,443,59754,UDP,0.001
74.125.4.8,10.0.2.15,443,59754,UDP,0.007
74.125.4.8,10.0.2.15,443,59754,UDP,0.004
74.125.4.8,10.0.2.15,443,59754,UDP,0.002
74.125.4.8,10.0.2.15,443,59754,UDP,0.002
74.125.4.8,10.0.2.15,443,59754,UDP,0.002
74.125.4.8,10.0.2.15,443,59754,UDP,0.003
74.125.4.8,10.0.2.15,443,59754,UDP,0.002
74.125.4.8,10.0.2.15,443,59754,UDP,0.002
74.125.4.8,10.0.2.15,443,59754,UDP,0.002
74.125.4.8,10.0.2.15,443,59754,UDP,0.003
74.125.4.8,10.0.2.15,443,59754,UDP,0.002
74.125.4.8,10.0.2.15,443,59754,UDP,0.002
74.125.4.8,10.0.2.15,443,59754,UDP,0.002
74.125.4.8,10.0.2.15,443,59754,UDP,0.002
74.125.4.8,10.0.2.15,443,59754,UDP,0.003
74.125.4.8,10.0.2.15,443,59754,UDP,0.003
74.125.4.8,10.0.2.15,443,59754,UDP,0.002
74.125.4.8,10.0.2.15,443,59754,UDP,0.003
74.125.4.8,10.0.2.15,443,59754,UDP,0.002
74.125.4.8,10.0.2.15,443,59754,UDP,0.002
74.125.4.8,10.0.2.15,443,59754,UDP,0.002
74.125.4.8,10.0.2.15,443,59754,UDP,0.003
74.125.4.8,10.0.2.15,443,59754,UDP,0.005
10.0.2.15,216.58.209.78,40824,443,UDP,939.663
10.0.2.15,216.58.209.78,40824,443,UDP,0.098
74.125.4.8,10.0.2.15,443,59754,UDP,35.803
10.0.2.15,74.125.4.8,59754,443,UDP,0.390
74.125.4.8,10.0.2.15,443,59754,UDP,0.321
74.125.4.8,10.0.2.15,443,59754,UDP,0.270
10.0.2.15,74.125.4.8,59754,443,UDP,0.191
10.0.2.15,74.125.4.8,59754,443,UDP,0.415
74.125.4.8,10.0.2.15,443,59754,UDP,0.674
74.125.4.8,10.0.2.15,443,59754,UDP,0.296
10.0.2.15,74.125.4.8,59754,443,UDP,0.198
74.125.4.8,10.0.2.15,443,59754,UDP,0.845
10.0.2.15,74.125.4.8,59754,443,UDP,0.213
10.0.2.15,74.125.4.8,59754,443,UDP,0.519
74.125.4.8,10.0.2.15,443,59754,UDP,0.343
74.125.4.8,10.0.2.15,443,59754,UDP,0.190
10.0.2.15,74.125.4.8,59754,443,UDP,0.195
74.125.4.8,10.0.2.15,443,59754,UDP,0.349
74.125.4.8,10.0.2.15,443,59754,UDP,0.548
74.125.4.8,10.0.2.15,443,59754,UDP,0.430
74.125.4.8,10.0.2.15,443,59754,UDP,0.284
10.0.2.15,74.125.4.8,59754,443,UDP,0.380
10.0.2.15,74.125.4.8,59754,443,UDP,0.693
74.125.4.8,10.0.2.15,443,59754,UDP,0.345
10.0.2.15,74.125.4.8,59754,443,UDP,0.101
74.125.4.8,10.0.2.15,443,59754,UDP,0.259
74.125.4.8,10.0.2.15,443,59754,UDP,0.528
74.125.4.8,10.0.2.15,443,59754,UDP,1.840
74.125.4.8,10.0.2.15,443,59754,UDP,0.384
10.0.2.15,74.125.4.8,59754,443,UDP,2.370
74.125.4.8,10.0.2.15,443,59754,UDP,0.568
74.125.4.8,10.0.2.15,443,59754,UDP,2.321
10.0.2.15,74.125.4.8,59754,443,UDP,0.160
74.125.4.8,10.0.2.15,443,59754,UDP,0.814
74.125.4.8,10.0.2.15,443,59754,UDP,0.518
74.125.4.8,10.0.2.15,443,59754,UDP,0.029
74.125.4.8,10.0.2.15,443,59754,UDP,0.001
74.125.4.8,10.0.2.15,443,59754,UDP,0.001
74.125.4.8,10.0.2.15,443,59754,UDP,0.001
74.125.4.8,10.0.2.15,443,59754,UDP,0.299
74.125.4.8,10.0.2.15,443,59754,UDP,0.084
74.125.4.8,10.0.2.15,443,59754,UDP,0.585
10.0.2.15,74.125.4.8,59754,443,UDP,0.667
74.125.4.8,10.0.2.15,443,59754,UDP,0.704
74.125.4.8,10.0.2.15,443,59754,UDP,0.118
10.0.2.15,74.125.4.8,59754,443,UDP,0.407
74.125.4.8,10.0.2.15,443,59754,UDP,1.620
74.125.4.8,10.0.2.15,443,59754,UDP,0.137
74.125.4.8,10.0.2.15,443,59754,UDP,0.059
74.125.4.8,10.0.2.15,443,59754,UDP,0.038
74.125.4.8,10.0.2.15,443,59754,UDP,0.140
74.125.4.8,10.0.2.15,443,59754,UDP,0.399
10.0.2.15,74.125.4.8,59754,443,UDP,0.017
10.0.2.15,74.125.4.8,59754,443,UDP,0.152
74.125.4.8,10.0.2.15,443,59754,UDP,0.125
10.0.2.15,74.125.4.8,59754,443,UDP,0.019
10.0.2.15,74.125.4.8,59754,443,UDP,0.083
74.125.4.8,10.0.2.15,443,59754,UDP,1.321
74.125.4.8,10.0.2.15,443,59754,UDP,0.501
10.0.2.15,74.125.4.8,59754,443,UDP,0.171
74.125.4.8,10.0.2.15,443,59754,UDP,0.904
10.0.2.15,74.125.4.8,59754,443,UDP,0.030
74.125.4.8,10.0.2.15,443,59754,UDP,0.128
74.125.4.8,10.0.2.15,443,59754,UDP,2.013
74.125.4.8,10.0.2.15,443,59754,UDP,0.214
10.0.2.15,74.125.4.8,59754,443,UDP,0.090
10.0.2.15,74.125.4.8,59754,443,UDP,0.069
74.125.4.8,10.0.2.15,443,59754,UDP,0.463
74.125.4.8,10.0.2.15,443,59754,UDP,0.278
10.0.2.15,74.125.4.8,59754,443,UDP,0.171
74.125.4.8,10.0.2.15,443,59754,UDP,0.484
74.125.4.8,10.0.2.15,443,59754,UDP,0.164
10.0.2.15,74.125.4.8,59754,443,UDP,0.166
74.125.4.8,10.0.2.15,443,59754,UDP,2.338
10.0.2.15,74.125.4.8,59754,443,UDP,0.089
74.125.4.8,10.0.2.15,443,59754,UDP,0.025
74.125.4.8,10.0.2.15,443,59754,UDP,0.180
74.125.4.8,10.0.2.15,443,59754,UDP,0.293
10.0.2.15,74.125.4.8,59754,443,UDP,0.077
74.125.4.8,10.0.2.15,443,59754,UDP,0.266
74.125.4.8,10.0.2.15,443,59754,UDP,2.449
74.125.4.8,10.0.2.15,443,59754,UDP,1.571
74.125.4.8,10.0.2.15,443,59754,UDP,0.129
74.125.4.8,10.0.2.15,443,59754,UDP,0.172
74.125.4.8,10.0.2.15,443,59754,UDP,0.145
74.125.4.8,10.0.2.15,443,59754,UDP,0.207
74.125.4.8,10.0.2.15,443,59754,UDP,0.095
10.0.2.15,74.125.4.8,59754,443,UDP,0.094
74.125.4.8,10.0.2.15,443,59754,UDP,0.207
74.125.4.8,10.0.2.15,443,59754,UDP,2.072
74.125.4.8,10.0.2.15,443,59754,UDP,0.041
74.125.4.8,10.0.2.15,443,59754,UDP,0.303
10.0.2.15,74.125.4.8,59754,443,UDP,0.290
74.125.4.8,10.0.2.15,443,59754,UDP,1.642
216.58.209.78,10.0.2.15,443,40824,UDP,12.647
74.125.4.8,10.0.2.15,443,59754,UDP,0.253
74.125.4.8,10.0.2.15,443,59754,UDP,0.319
74.125.4.8,10.0.2.15,443,59754,UDP,0.291
10.0.2.15,74.125.4.8,59754,443,UDP,0.127
74.125.4.8,10.0.2.15,443,59754,UDP,0.373
10.0.2.15,74.125.4.8,59754,443,UDP,0.309
74.125.4.8,10.0.2.15,443,59754,UDP,0.215
74.125.4.8,10.0.2.15,443,59754,UDP,0.348
74.125.4.8,10.0.2.15,443,59754,UDP,0.099
10.0.2.15,74.125.4.8,59754,443,UDP,0.184
74.125.4.8,10.0.2.15,443,59754,UDP,0.772
10.0.2.15,74.125.4.8,59754,443,UDP,0.041
10.0.2.15,74.125.4.8,59754,443,UDP,0.127
74.125.4.8,10.0.2.15,443,59754,UDP,1.037
74.125.4.8,10.0.2.15,443,59754,UDP,0.059
10.0.2.15,74.125.4.8,59754,443,UDP,0.223
74.125.4.8,10.0.2.15,443,59754,UDP,2.531
74.125.4.8,10.0.2.15,443,59754,UDP,0.179
74.125.4.8,10.0.2.15,443,59754,UDP,0.210
10.0.2.15,74.125.4.8,59754,443,UDP,0.308
74.125.4.8,10.0.2.15,443,59754,UDP,0.675
74.125.4.8,10.0.2.15,443,59754,UDP,0.212
10.0.2.15,74.125.4.8,59754,443,UDP,0.286
74.125.4.8,10.0.2.15,443,59754,UDP,0.445
74.125.4.8,10.0.2.15,443,59754,UDP,0.275
74.125.4.8,10.0.2.15,443,59754,UDP,1.436
74.125.4.8,10.0.2.15,443,59754,UDP,0.270
74.125.4.8,10.0.2.15,443,59754,UDP,0.103
74.125.4.8,10.0.2.15,443,59754,UDP,4.762
74.125.4.8,10.0.2.15,443,59754,UDP,0.185
74.125.4.8,10.0.2.15,443,59754,UDP,0.228
74.125.4.8,10.0.2.15,443,59754,UDP,2.127
216.58.209.78,10.0.2.15,443,40824,UDP,14.700
74.125.4.8,10.0.2.15,443,59754,UDP,1.039
74.125.4.8,10.0.2.15,443,59754,UDP,0.156
74.125.4.8,10.0.2.15,443,59754,UDP,0.218
74.125.4.8,10.0.2.15,443,59754,UDP,0.673
10.0.2.15,216.58.209.78,40824,443,UDP,6.578
10.0.2.15,74.125.4.8,59754,443,UDP,0.952
74.125.4.8,10.0.2.15,443,59754,UDP,0.321
10.0.2.15,74.125.4.8,59754,443,UDP,0.310
74.125.4.8,10.0.2.15,443,59754,UDP,0.290
74.125.4.8,10.0.2.15,443,59754,UDP,0.093
10.0.2.15,74.125.4.8,59754,443,UDP,0.225
74.125.4.8,10.0.2.15,443,59754,UDP,2.068
74.125.4.8,10.0.2.15,443,59754,UDP,0.509
74.125.4.8,10.0.2.15,443,59754,UDP,0.399
74.125.4.8,10.0.2.15,443,59754,UDP,0.197
10.0.2.15,74.125.4.8,59754,443,UDP,0.365
74.125.4.8,10.0.2.15,443,59754,UDP,0.593
74.125.4.8,10.0.2.15,443,59754,UDP,0.058
10.0.2.15,74.125.4.8,59754,443,UDP,0.336
74.125.4.8,10.0.2.15,443,59754,UDP,0.446
74.125.4.8,10.0.2.15,443,59754,UDP,0.344
74.125.4.8,10.0.2.15,443,59754,UDP,0.388
74.125.4.8,10.0.2.15,443,59754,UDP,0.234
74.125.4.8,10.0.2.15,443,59754,UDP,0.198
10.0.2.15,74.125.4.8,59754,443,UDP,4.753
74.125.4.8,10.0.2.15,443,59754,UDP,0.490
10.0.2.15,74.125.4.8,59754,443,UDP,0.147
74.125.4.8,10.0.2.15,443,59754,UDP,0.306
74.125.4.8,10.0.2.15,443,59754,UDP,6.342
10.0.2.15,74.125.4.8,59754,443,UDP,0.166
74.125.4.8,10.0.2.15,443,59754,UDP,0.652
74.125.4.8,10.0.2.15,443,59754,UDP,0.443
74.125.4.8,10.0.2.15,443,59754,UDP,0.166
74.125.4.8,10.0.2.15,443,59754,UDP,0.002
10.0.2.15,74.125.4.8,59754,443,UDP,0.161
74.125.4.8,10.0.2.15,443,59754,UDP,0.275
74.125.4.8,10.0.2.15,443,59754,UDP,0.196
10.0.2.15,74.125.4.8,59754,443,UDP,0.178
74.125.4.8,10.0.2.15,443,59754,UDP,0.642
74.125.4.8,10.0.2.15,443,59754,UDP,0.055
10.0.2.15,74.125.4.8,59754,443,UDP,0.391
74.125.4.8,10.0.2.15,443,59754,UDP,4.265
74.125.4.8,10.0.2.15,443,59754,UDP,1.241
74.125.4.8,10.0.2.15,443,59754,UDP,0.223
74.125.4.8,10.0.2.15,443,59754,UDP,0.283
74.125.4.8,10.0.2.15,443,59754,UDP,0.028
10.0.2.15,74.125.4.8,59754,443,UDP,0.253
74.125.4.8,10.0.2.15,443,59754,UDP,1.912
74.125.4.8,10.0.2.15,443,59754,UDP,0.240
74.125.4.8,10.0.2.15,443,59754,UDP,0.291
74.125.4.8,10.0.2.15,443,59754,UDP,0.050
74.125.4.8,10.0.2.15,443,59754,UDP,0.089
10.0.2.15,74.125.4.8,59754,443,UDP,0.131
74.125.4.8,10.0.2.15,443,59754,UDP,1.395
74.125.4.8,10.0.2.15,443,59754,UDP,0.162
10.0.2.15,216.58.209.78,40824,443,UDP,0.333
74.125.4.8,10.0.2.15,443,59754,UDP,0.166
74.125.4.8,10.0.2.15,443,59754,UDP,0.224
10.0.2.15,74.125.4.8,59754,443,UDP,0.294
74.125.4.8,10.0.2.15,443,59754,UDP,0.569
74.125.4.8,10.0.2.15,443,59754,UDP,0.847
10.0.2.15,74.125.4.8,59754,443,UDP,0.134
74.125.4.8,10.0.2.15,443,59754,UDP,0.431
74.125.4.8,10.0.2.15,443,59754,UDP,0.022
10.0.2.15,74.125.4.8,59754,443,UDP,0.293
74.125.4.8,10.0.2.15,443,59754,UDP,0.044
74.125.4.8,10.0.2.15,443,59754,UDP,0.001
10.0.2.15,74.125.4.8,59754,443,UDP,0.809
74.125.4.8,10.0.2.15,443,59754,UDP,0.256
74.125.4.8,10.0.2.15,443,59754,UDP,0.192
74.125.4.8,10.0.2.15,443,59754,UDP,3.710
10.0.2.15,74.125.4.8,59754,443,UDP,0.156
74.125.4.8,10.0.2.15,443,59754,UDP,0.773
74.125.4.8,10.0.2.15,443,59754,UDP,0.062
74.125.4.8,10.0.2.15,443,59754,UDP,0.161
74.125.4.8,10.0.2.15,443,59754,UDP,0.791
10.0.2.15,74.125.4.8,59754,443,UDP,0.146
10.0.2.15,74.125.4.8,59754,443,UDP,0.362
74.125.4.8,10.0.2.15,443,59754,UDP,1.159
74.125.4.8,10.0.2.15,443,59754,UDP,0.524
74.125.4.8,10.0.2.15,443,59754,UDP,0.338
172.217.168.182,10.0.2.15,443,60815,UDP,77.583
74.125.4.8,10.0.2.15,443,59754,UDP,0.312
74.125.4.8,10.0.2.15,443,59754,UDP,0.312
10.0.2.15,74.125.4.8,59754,443,UDP,0.076
74.125.4.8,10.0.2.15,443,59754,UDP,0.485
74.125.4.8,10.0.2.15,443,59754,UDP,0.302
10.0.2.15,74.125.4.8,59754,443,UDP,1.355
74.125.4.8,10.0.2.15,443,59754,UDP,2.546
172.217.168.182,10.0.2.15,443,60815,UDP,0.282
74.125.4.8,10.0.2.15,443,59754,UDP,0.362
10.0.2.15,74.125.4.8,59754,443,UDP,0.201
172.217.168.182,10.0.2.15,443,60815,UDP,0.373
74.125.4.8,10.0.2.15,443,59754,UDP,0.550
10.0.2.15,74.125.4.8,59754,443,UDP,0.042
10.0.2.15,172.217.168.182,60815,443,UDP,0.183
10.0.2.15,74.125.4.8,59754,443,UDP,0.081
172.217.168.182,10.0.2.15,443,60815,UDP,0.844
172.217.168.182,10.0.2.15,443,60815,UDP,0.574
10.0.2.15,172.217.168.182,60815,443,UDP,0.307
172.217.168.182,10.0.2.15,443,60815,UDP,1.159
10.0.2.15,172.217.168.182,60815,443,UDP,0.136
74.125.4.8,10.0.2.15,443,59754,UDP,0.254
10.0.2.15,74.125.4.8,59754,443,UDP,0.375
74.125.4.8,10.0.2.15,443,59754,UDP,0.639
172.217.168.182,10.0.2.15,443,60815,UDP,0.038
10.0.2.15,172.217.168.182,60815,443,UDP,0.755
74.125.4.8,10.0.2.15,443,59754,UDP,12.887
74.125.4.8,10.0.2.15,443,59754,UDP,0.534
74.125.4.8,10.0.2.15,443,59754,UDP,0.560
172.217.168.182,10.0.2.15,443,60815,UDP,1.813
172.217.168.182,10.0.2.15,443,60815,UDP,0.778
74.125.4.8,10.0.2.15,443,59754,UDP,0.199
172.217.168.182,10.0.2.15,443,60815,UDP,0.206
74.125.4.8,10.0.2.15,443,59754,UDP,0.212
74.125.4.8,10.0.2.15,443,59754,UDP,0.280
172.217.168.182,10.0.2.15,443,60815,UDP,0.467
74.125.4.8,10.0.2.15,443,59754,UDP,0.562
172.217.168.182,10.0.2.15,443,60815,UDP,0.145
172.217.168.182,10.0.2.15,443,60815,UDP,0.556
74.125.4.8,10.0.2.15,443,59754,UDP,6.196
74.125.4.8,10.0.2.15,443,59754,UDP,0.302
74.125.4.8,10.0.2.15,443,59754,UDP,1.034
74.125.4.8,10.0.2.15,443,59754,UDP,0.316
74.125.4.8,10.0.2.15,443,59754,UDP,1.770
172.217.168.182,10.0.2.15,443,60815,UDP,11.260
10.0.2.15,74.125.4.8,59754,443,UDP,4.225
10.0.2.15,172.217.168.182,60815,443,UDP,0.541
74.125.4.8,10.0.2.15,443,59754,UDP,0.282
172.217.168.182,10.0.2.15,443,60815,UDP,0.015
10.0.2.15,172.217.168.182,60815,443,UDP,0.683
10.0.2.15,74.125.4.8,59754,443,UDP,1.065
74.125.4.8,10.0.2.15,443,59754,UDP,0.457
74.125.4.8,10.0.2.15,443,59754,UDP,1.481
74.125.4.8,10.0.2.15,443,59754,UDP,0.016
172.217.168.182,10.0.2.15,443,60815,UDP,0.108
74.125.4.8,10.0.2.15,443,59754,UDP,2.647
172.217.168.182,10.0.2.15,443,60815,UDP,2.364
10.0.2.15,172.217.168.182,60815,443,UDP,0.278
10.0.2.15,74.125.4.8,59754,443,UDP,0.243
74.125.4.8,10.0.2.15,443,59754,UDP,1.794
74.125.4.8,10.0.2.15,443,59754,UDP,0.315
74.125.4.8,10.0.2.15,443,59754,UDP,0.438
172.217.168.182,10.0.2.15,443,60815,UDP,6.269
172.217.168.182,10.0.2.15,443,60815,UDP,0.235
74.125.4.8,10.0.2.15,443,59754,UDP,8.840
74.125.4.8,10.0.2.15,443,59754,UDP,0.187
74.125.4.8,10.0.2.15,443,59754,UDP,0.272
74.125.4.8,10.0.2.15,443,59754,UDP,0.227
172.217.168.182,10.0.2.15,443,60815,UDP,9.995
74.125.4.8,10.0.2.15,443,59754,UDP,0.330
10.0.2.15,172.217.168.182,60815,443,UDP,0.199
74.125.4.8,10.0.2.15,443,59754,UDP,0.244
74.125.4.8,10.0.2.15,443,59754,UDP,0.121
74.125.4.8,10.0.2.15,443,59754,UDP,0.080
74.125.4.8,10.0.2.15,443,59754,UDP,0.193
74.125.4.8,10.0.2.15,443,59754,UDP,0.027
74.125.4.8,10.0.2.15,443,59754,UDP,0.015
10.0.2.15,74.125.4.8,59754,443,UDP,0.142
74.125.4.8,10.0.2.15,443,59754,UDP,0.220
74.125.4.8,10.0.2.15,443,59754,UDP,12.037
10.0.2.15,74.125.4.8,59754,443,UDP,0.528
74.125.4.8,10.0.2.15,443,59754,UDP,0.781
74.125.4.8,10.0.2.15,443,59754,UDP,0.315
172.217.168.182,10.0.2.15,443,60815,UDP,1.012
172.217.168.182,10.0.2.15,443,60815,UDP,0.573
172.217.168.182,10.0.2.15,443,60815,UDP,0.262
74.125.4.8,10.0.2.15,443,59754,UDP,2.576
74.125.4.8,10.0.2.15,443,59754,UDP,1.165
172.217.168.182,10.0.2.15,443,60815,UDP,0.186
172.217.168.182,10.0.2.15,443,60815,UDP,0.177
10.0.2.15,74.125.4.8,59754,443,UDP,2.092
74.125.4.8,10.0.2.15,443,59754,UDP,4.813
10.0.2.15,74.125.4.8,59754,443,UDP,0.170
172.217.168.182,10.0.2.15,443,60815,UDP,8.178
10.0.2.15,172.217.168.182,60815,443,UDP,0.985
74.125.4.8,10.0.2.15,443,59754,UDP,3.612
74.125.4.8,10.0.2.15,443,59754,UDP,0.242
74.125.4.8,10.0.2.15,443,59754,UDP,5.708
74.125.4.8,10.0.2.15,443,59754,UDP,2.083
10.0.2.15,74.125.4.8,59754,443,UDP,0.170
74.125.4.8,10.0.2.15,443,59754,UDP,0.154
172.217.168.182,10.0.2.15,443,60815,UDP,0.140
10.0.2.15,172.217.168.182,60815,443,UDP,0.117
172.217.168.182,10.0.2.15,443,60815,UDP,0.621
10.0.2.15,172.217.168.182,60815,443,UDP,0.586
74.125.4.8,10.0.2.15,443,59754,UDP,7.458
74.125.4.8,10.0.2.15,443,59754,UDP,0.249
172.217.168.182,10.0.2.15,443,60815,UDP,0.238
10.0.2.15,74.125.4.8,59754,443,UDP,0.533
10.0.2.15,172.217.168.182,60815,443,UDP,0.179
10.0.2.15,172.217.168.182,60815,443,UDP,0.199
74.125.4.8,10.0.2.15,443,59754,UDP,0.297
74.125.4.8,10.0.2.15,443,59754,UDP,4.575
10.0.2.15,74.125.4.8,59754,443,UDP,0.301
172.217.168.182,10.0.2.15,443,60815,UDP,0.371
10.0.2.15,172.217.168.182,60815,443,UDP,0.102
10.0.2.15,172.217.168.182,60815,443,UDP,0.065
74.125.4.8,10.0.2.15,443,59754,UDP,0.623
74.125.4.8,10.0.2.15,443,59754,UDP,2.995
172.217.168.182,10.0.2.15,443,60815,UDP,0.250
172.217.168.182,10.0.2.15,443,60815,UDP,0.224
10.0.2.15,172.217.168.182,60815,443,UDP,0.059
10.0.2.15,74.125.4.8,59754,443,UDP,1.115
10.0.2.15,172.217.168.182,60815,443,UDP,0.121
74.125.4.8,10.0.2.15,443,59754,UDP,0.159
10.0.2.15,74.125.4.8,59754,443,UDP,0.047
10.0.2.15,74.125.4.8,59754,443,UDP,0.124
172.217.168.182,10.0.2.15,443,60815,UDP,0.211
74.125.4.8,10.0.2.15,443,59754,UDP,0.544
74.125.4.8,10.0.2.15,443,59754,UDP,0.252
10.0.2.15,74.125.4.8,59754,443,UDP,0.257
74.125.4.8,10.0.2.15,443,59754,UDP,0.971
74.125.4.8,10.0.2.15,443,59754,UDP,0.611
10.0.2.15,74.125.4.8,59754,443,UDP,0.128
74.125.4.8,10.0.2.15,443,59754,UDP,0.465
10.0.2.15,74.125.4.8,59754,443,UDP,0.733
10.0.2.15,74.125.4.8,59754,443,UDP,0.145
74.125.4.8,10.0.2.15,443,59754,UDP,0.434
10.0.2.15,74.125.4.8,59754,443,UDP,0.002
10.0.2.15,74.125.4.8,59754,443,UDP,0.159
74.125.4.8,10.0.2.15,443,59754,UDP,0.714
10.0.2.15,74.125.4.8,59754,443,UDP,0.223
74.125.4.8,10.0.2.15,443,59754,UDP,0.731
74.125.4.8,10.0.2.15,443,59754,UDP,1.022
10.0.2.15,74.125.4.8,59754,443,UDP,0.260
74.125.4.8,10.0.2.15,443,59754,UDP,0.471
10.0.2.15,74.125.4.8,59754,443,UDP,0.371
74.125.4.8,10.0.2.15,443,59754,UDP,0.430
10.0.2.15,74.125.4.8,59754,443,UDP,0.203
10.0.2.15,74.125.4.8,59754,443,UDP,0.311
74.125.4.8,10.0.2.15,443,59754,UDP,0.332
10.0.2.15,74.125.4.8,59754,443,UDP,0.562
74.125.4.8,10.0.2.15,443,59754,UDP,0.798
74.125.4.8,10.0.2.15,443,59754,UDP,0.288
74.125.4.8,10.0.2.15,443,59754,UDP,0.262
74.125.4.8,10.0.2.15,443,59754,UDP,0.290
74.125.4.8,10.0.2.15,443,59754,UDP,4.839
74.125.4.8,10.0.2.15,443,59754,UDP,1.456
74.125.4.8,10.0.2.15,443,59754,UDP,0.279
10.0.2.15,74.125.4.8,59754,443,UDP,0.227
74.125.4.8,10.0.2.15,443,59754,UDP,0.335
74.125.4.8,10.0.2.15,443,59754,UDP,0.308
10.0.2.15,74.125.4.8,59754,443,UDP,0.381
